type,date,deviceid,roomno,reading
humidity,2015-02-13T16:47:36.1203946Z,humidity4,2,52
light,2015-02-13T16:47:36.1203946Z,light4,2,320
temperature,2015-02-13T16:47:36.1684283Z,temperature5,2,27.39
energy,2015-02-13T16:47:36.1684283Z,energy5,2,3855
humidity,2015-02-13T16:47:36.1684283Z,humidity5,2,130
light,2015-02-13T16:47:36.1684283Z,light5,2,768
temperature,2015-02-13T16:47:36.2194647Z,temperature6,2,25.57
energy,2015-02-13T16:47:36.2204652Z,energy6,2,4686
humidity,2015-02-13T16:47:36.2204652Z,humidity6,2,93
light,2015-02-13T16:47:36.2204652Z,light6,2,1602
temperature,2015-02-13T16:47:36.2584918Z,temperature7,2,22.65
energy,2015-02-13T16:47:36.2584918Z,energy7,2,3255
humidity,2015-02-13T16:47:36.2584918Z,humidity7,2,78
light,2015-02-13T16:47:36.2584918Z,light7,2,2513
temperature,2015-02-13T16:47:36.2925159Z,temperature8,2,33.48
energy,2015-02-13T16:47:36.2925159Z,energy8,2,2722
humidity,2015-02-13T16:47:36.2925159Z,humidity8,2,79
light,2015-02-13T16:47:36.2925159Z,light8,2,778
temperature,2015-02-13T16:47:36.3835812Z,temperature9,2,24.85
energy,2015-02-13T16:47:36.3835812Z,energy9,2,2698
humidity,2015-02-13T16:47:36.3835812Z,humidity9,2,51
light,2015-02-13T16:47:36.3835812Z,light9,2,1058
temperature,2015-02-13T16:47:36.5266826Z,temperature0,3,26.54
energy,2015-02-13T16:47:36.5266826Z,energy0,3,4271
humidity,2015-02-13T16:47:36.5266826Z,humidity0,3,52
light,2015-02-13T16:47:36.5266826Z,light0,3,302
temperature,2015-02-13T16:47:36.6657811Z,temperature1,3,23.92
energy,2015-02-13T16:47:36.6657811Z,energy1,3,2492
humidity,2015-02-13T16:47:36.6657811Z,humidity1,3,44
light,2015-02-13T16:47:36.6657811Z,light1,3,713
temperature,2015-02-13T16:47:36.6867954Z,temperature2,3,23.16
energy,2015-02-13T16:47:36.6867954Z,energy2,3,2344
humidity,2015-02-13T16:47:36.6867954Z,humidity2,3,53
light,2015-02-13T16:47:36.6867954Z,light2,3,1506
temperature,2015-02-13T16:47:36.7658522Z,temperature3,3,55.46
energy,2015-02-13T16:47:36.7658522Z,energy3,3,8083
humidity,2015-02-13T16:47:36.7668531Z,humidity3,3,49
light,2015-02-13T16:47:36.7668531Z,light3,3,269
temperature,2015-02-13T16:47:36.7988749Z,temperature4,3,23.1
energy,2015-02-13T16:47:36.7988749Z,energy4,3,4803
humidity,2015-02-13T16:47:36.7988749Z,humidity4,3,77
light,2015-02-13T16:47:36.7988749Z,light4,3,538
temperature,2015-02-13T16:47:36.8569206Z,temperature5,3,20.73
energy,2015-02-13T16:47:36.8569206Z,energy5,3,3470
humidity,2015-02-13T16:47:36.8569206Z,humidity5,3,100
light,2015-02-13T16:47:36.8569206Z,light5,3,1401
temperature,2015-02-13T16:47:37.1381164Z,temperature6,3,20.76
energy,2015-02-13T16:47:37.1381164Z,energy6,3,3530
humidity,2015-02-13T16:47:37.1381164Z,humidity6,3,112
light,2015-02-13T16:47:37.1381164Z,light6,3,532
temperature,2015-02-13T16:47:37.1521268Z,temperature7,3,24.74
energy,2015-02-13T16:47:37.1521268Z,energy7,3,4345
humidity,2015-02-13T16:47:37.1521268Z,humidity7,3,71
light,2015-02-13T16:47:37.1521268Z,light7,3,2886
temperature,2015-02-13T16:47:37.1781453Z,temperature8,3,25.04
energy,2015-02-13T16:47:37.1781453Z,energy8,3,4909
humidity,2015-02-13T16:47:37.1781453Z,humidity8,3,65
light,2015-02-13T16:47:37.1781453Z,light8,3,110
temperature,2015-02-13T16:47:37.2091676Z,temperature9,3,22.63
energy,2015-02-13T16:47:37.2091676Z,energy9,3,3124
humidity,2015-02-13T16:47:37.2091676Z,humidity9,3,78
light,2015-02-13T16:47:37.2091676Z,light9,3,856
temperature,2015-02-13T16:47:37.2261781Z,temperature0,4,27.25
energy,2015-02-13T16:47:37.2261781Z,energy0,4,2209
humidity,2015-02-13T16:47:37.2261781Z,humidity0,4,60
light,2015-02-13T16:47:37.2261781Z,light0,4,385
temperature,2015-02-13T16:47:37.3948651Z,temperature1,4,20.48
energy,2015-02-13T16:47:37.3963667Z,energy1,4,2779
humidity,2015-02-13T16:47:37.3968665Z,humidity1,4,63
light,2015-02-13T16:47:37.3968665Z,light1,4,1060
temperature,2015-02-13T16:47:37.4158775Z,temperature2,4,27.48
energy,2015-02-13T16:47:37.4158775Z,energy2,4,3508
humidity,2015-02-13T16:47:37.4158775Z,humidity2,4,42
light,2015-02-13T16:47:37.4158775Z,light2,4,1298
temperature,2015-02-13T16:47:37.4649125Z,temperature3,4,62.99
energy,2015-02-13T16:47:37.4649125Z,energy3,4,6257
humidity,2015-02-13T16:47:37.4649125Z,humidity3,4,58
light,2015-02-13T16:47:37.4649125Z,light3,4,440
temperature,2015-02-13T16:47:37.5920021Z,temperature4,4,25.08
energy,2015-02-13T16:47:37.5920021Z,energy4,4,3556
humidity,2015-02-13T16:47:37.5920021Z,humidity4,4,41
light,2015-02-13T16:47:37.5920021Z,light4,4,2531
temperature,2015-02-13T16:47:37.6060125Z,temperature5,4,23.39
energy,2015-02-13T16:47:37.6060125Z,energy5,4,4351
humidity,2015-02-13T16:47:37.6060125Z,humidity5,4,154
light,2015-02-13T16:47:37.6060125Z,light5,4,1039
temperature,2015-02-13T16:47:37.9032228Z,temperature6,4,22.61
energy,2015-02-13T16:47:37.9032228Z,energy6,4,3861
humidity,2015-02-13T16:47:37.9032228Z,humidity6,4,99
light,2015-02-13T16:47:37.9032228Z,light6,4,549
temperature,2015-02-13T16:47:37.9132344Z,temperature7,4,28.33
energy,2015-02-13T16:47:37.9132344Z,energy7,4,2544
humidity,2015-02-13T16:47:37.9137306Z,humidity7,4,72
light,2015-02-13T16:47:37.9137306Z,light7,4,4098
temperature,2015-02-13T16:47:37.9297415Z,temperature8,4,23.61
energy,2015-02-13T16:47:37.9297415Z,energy8,4,3987
humidity,2015-02-13T16:47:37.9297415Z,humidity8,4,65
light,2015-02-13T16:47:37.9297415Z,light8,4,100
temperature,2015-02-13T16:47:37.9767756Z,temperature9,4,19.61
energy,2015-02-13T16:47:37.9767756Z,energy9,4,4850
humidity,2015-02-13T16:47:37.9767756Z,humidity9,4,67
light,2015-02-13T16:47:37.9767756Z,light9,4,1542
temperature,2015-02-13T16:47:39.0005749Z,temperature0,0,28.38
energy,2015-02-13T16:47:39.0005749Z,energy0,0,2505
humidity,2015-02-13T16:47:39.0005749Z,humidity0,0,57
light,2015-02-13T16:47:39.0005749Z,light0,0,70
temperature,2015-02-13T16:47:39.0125865Z,temperature1,0,26.63
energy,2015-02-13T16:47:39.0125865Z,energy1,0,2568
humidity,2015-02-13T16:47:39.0125865Z,humidity1,0,55
light,2015-02-13T16:47:39.0125865Z,light1,0,109
temperature,2015-02-13T16:47:39.1306668Z,temperature2,0,21.99
energy,2015-02-13T16:47:39.1306668Z,energy2,0,2364
humidity,2015-02-13T16:47:39.1306668Z,humidity2,0,58
light,2015-02-13T16:47:39.1306668Z,light2,0,1708
temperature,2015-02-13T16:47:39.1478277Z,temperature3,0,63.97
energy,2015-02-13T16:47:39.1478277Z,energy3,0,5771
humidity,2015-02-13T16:47:39.1478277Z,humidity3,0,42
light,2015-02-13T16:47:39.1478277Z,light3,0,33
temperature,2015-02-13T16:47:39.2368902Z,temperature4,0,21.76
energy,2015-02-13T16:47:39.2368902Z,energy4,0,4698
humidity,2015-02-13T16:47:39.2373914Z,humidity4,0,75
light,2015-02-13T16:47:39.2373914Z,light4,0,1232
temperature,2015-02-13T16:47:39.2504004Z,temperature5,0,26.18
energy,2015-02-13T16:47:39.2504004Z,energy5,0,2816
humidity,2015-02-13T16:47:39.2504004Z,humidity5,0,138
light,2015-02-13T16:47:39.2504004Z,light5,0,1193
temperature,2015-02-13T16:47:39.2659120Z,temperature6,0,26.11
energy,2015-02-13T16:47:39.2659120Z,energy6,0,2178
humidity,2015-02-13T16:47:39.2659120Z,humidity6,0,101
light,2015-02-13T16:47:39.2659120Z,light6,0,1541
temperature,2015-02-13T16:47:39.2779200Z,temperature7,0,26.19
energy,2015-02-13T16:47:39.2779200Z,energy7,0,3198
humidity,2015-02-13T16:47:39.2779200Z,humidity7,0,49
light,2015-02-13T16:47:39.2779200Z,light7,0,2524
temperature,2015-02-13T16:47:39.2934312Z,temperature8,0,33.06
energy,2015-02-13T16:47:39.2934312Z,energy8,0,3032
humidity,2015-02-13T16:47:39.2934312Z,humidity8,0,95
light,2015-02-13T16:47:39.2934312Z,light8,0,428
temperature,2015-02-13T16:47:39.3029380Z,temperature9,0,23.01
energy,2015-02-13T16:47:39.3034387Z,energy9,0,4333
humidity,2015-02-13T16:47:39.3034387Z,humidity9,0,72
light,2015-02-13T16:47:39.3034387Z,light9,0,239
temperature,2015-02-13T16:47:39.3189489Z,temperature0,1,21.99
energy,2015-02-13T16:47:39.3189489Z,energy0,1,3462
humidity,2015-02-13T16:47:39.3189489Z,humidity0,1,41
light,2015-02-13T16:47:39.3189489Z,light0,1,1467
temperature,2015-02-13T16:47:39.3349603Z,temperature1,1,26.3
energy,2015-02-13T16:47:39.3349603Z,energy1,1,2083
humidity,2015-02-13T16:47:39.3349603Z,humidity1,1,65
light,2015-02-13T16:47:39.3349603Z,light1,1,1777
temperature,2015-02-13T16:47:39.3489703Z,temperature2,1,23.23
energy,2015-02-13T16:47:39.3489703Z,energy2,1,3038
humidity,2015-02-13T16:47:39.3489703Z,humidity2,1,72
light,2015-02-13T16:47:39.3489703Z,light2,1,164
temperature,2015-02-13T16:47:39.3634809Z,temperature3,1,57.4
energy,2015-02-13T16:47:39.3634809Z,energy3,1,7454
humidity,2015-02-13T16:47:39.3634809Z,humidity3,1,45
light,2015-02-13T16:47:39.3634809Z,light3,1,1198
temperature,2015-02-13T16:47:39.3694847Z,temperature4,1,24.49
energy,2015-02-13T16:47:39.3694847Z,energy4,1,4267
humidity,2015-02-13T16:47:39.3694847Z,humidity4,1,53
light,2015-02-13T16:47:39.3694847Z,light4,1,1883
temperature,2015-02-13T16:47:39.3869973Z,temperature5,1,25.22
energy,2015-02-13T16:47:39.3869973Z,energy5,1,3532
humidity,2015-02-13T16:47:39.3869973Z,humidity5,1,113
light,2015-02-13T16:47:39.3874979Z,light5,1,1521
temperature,2015-02-13T16:47:39.4030086Z,temperature6,1,27.83
energy,2015-02-13T16:47:39.4030086Z,energy6,1,4488
humidity,2015-02-13T16:47:39.4030086Z,humidity6,1,123
light,2015-02-13T16:47:39.4030086Z,light6,1,310
temperature,2015-02-13T16:47:39.4200209Z,temperature7,1,19.87
energy,2015-02-13T16:47:39.4200209Z,energy7,1,4409
humidity,2015-02-13T16:47:39.4200209Z,humidity7,1,65
light,2015-02-13T16:47:39.4200209Z,light7,1,1787
temperature,2015-02-13T16:47:39.4390342Z,temperature8,1,24.77
energy,2015-02-13T16:47:39.4390342Z,energy8,1,5036
humidity,2015-02-13T16:47:39.4390342Z,humidity8,1,57
light,2015-02-13T16:47:39.4390342Z,light8,1,376
temperature,2015-02-13T16:47:39.4525439Z,temperature9,1,21.81
energy,2015-02-13T16:47:39.4530446Z,energy9,1,4415
humidity,2015-02-13T16:47:39.4530446Z,humidity9,1,77
light,2015-02-13T16:47:39.4530446Z,light9,1,1214
temperature,2015-02-13T16:47:39.4735586Z,temperature0,2,23.51
energy,2015-02-13T16:47:39.4735586Z,energy0,2,3748
humidity,2015-02-13T16:47:39.4735586Z,humidity0,2,58
light,2015-02-13T16:47:39.4740593Z,light0,2,639
temperature,2015-02-13T16:47:39.6016500Z,temperature1,2,25.13
energy,2015-02-13T16:47:39.6016500Z,energy1,2,2487
humidity,2015-02-13T16:47:39.6016500Z,humidity1,2,60
light,2015-02-13T16:47:39.6016500Z,light1,2,1131
temperature,2015-02-13T16:47:39.6121569Z,temperature2,2,19.92
energy,2015-02-13T16:47:39.6121569Z,energy2,2,2951
humidity,2015-02-13T16:47:39.6121569Z,humidity2,2,68
light,2015-02-13T16:47:39.6121569Z,light2,2,1269
temperature,2015-02-13T16:47:39.6646945Z,temperature3,2,67.17
energy,2015-02-13T16:47:39.6646945Z,energy3,2,6589
humidity,2015-02-13T16:47:39.6646945Z,humidity3,2,60
light,2015-02-13T16:47:39.6646945Z,light3,2,1316
temperature,2015-02-13T16:47:39.6787049Z,temperature4,2,21.07
energy,2015-02-13T16:47:39.6787049Z,energy4,2,2576
humidity,2015-02-13T16:47:39.6787049Z,humidity4,2,77
light,2015-02-13T16:47:39.6787049Z,light4,2,2333
temperature,2015-02-13T16:47:39.7232373Z,temperature5,2,20.47
energy,2015-02-13T16:47:39.7232373Z,energy5,2,3371
humidity,2015-02-13T16:47:39.7232373Z,humidity5,2,164
light,2015-02-13T16:47:39.7232373Z,light5,2,1013
temperature,2015-02-13T16:47:39.7417490Z,temperature6,2,26.22
energy,2015-02-13T16:47:39.7417490Z,energy6,2,3126
humidity,2015-02-13T16:47:39.7417490Z,humidity6,2,125
light,2015-02-13T16:47:39.7417490Z,light6,2,617
temperature,2015-02-13T16:47:39.7527570Z,temperature7,2,19.9
energy,2015-02-13T16:47:39.7527570Z,energy7,2,4732
humidity,2015-02-13T16:47:39.7532577Z,humidity7,2,57
light,2015-02-13T16:47:39.7532577Z,light7,2,2880
temperature,2015-02-13T16:47:39.7707698Z,temperature8,2,32.92
energy,2015-02-13T16:47:39.7707698Z,energy8,2,4695
humidity,2015-02-13T16:47:39.7707698Z,humidity8,2,61
light,2015-02-13T16:47:39.7707698Z,light8,2,14
temperature,2015-02-13T16:47:39.7882824Z,temperature9,2,20.19
energy,2015-02-13T16:47:39.7882824Z,energy9,2,4882
humidity,2015-02-13T16:47:39.7882824Z,humidity9,2,49
light,2015-02-13T16:47:39.7882824Z,light9,2,1295
temperature,2015-02-13T16:47:39.9403903Z,temperature0,3,22.82
energy,2015-02-13T16:47:39.9403903Z,energy0,3,2893
humidity,2015-02-13T16:47:39.9403903Z,humidity0,3,45
light,2015-02-13T16:47:39.9403903Z,light0,3,1264
temperature,2015-02-13T16:47:39.9544003Z,temperature1,3,20.75
energy,2015-02-13T16:47:39.9544003Z,energy1,3,2172
humidity,2015-02-13T16:47:39.9544003Z,humidity1,3,78
light,2015-02-13T16:47:39.9544003Z,light1,3,1783
temperature,2015-02-13T16:47:39.9624055Z,temperature2,3,21.78
energy,2015-02-13T16:47:39.9624055Z,energy2,3,3349
humidity,2015-02-13T16:47:39.9624055Z,humidity2,3,41
light,2015-02-13T16:47:39.9624055Z,light2,3,96
temperature,2015-02-13T16:47:39.9774164Z,temperature3,3,78.44
energy,2015-02-13T16:47:39.9774164Z,energy3,3,6214
humidity,2015-02-13T16:47:39.9774164Z,humidity3,3,63
light,2015-02-13T16:47:39.9774164Z,light3,3,1707
temperature,2015-02-13T16:47:39.9829200Z,temperature4,3,25.59
energy,2015-02-13T16:47:39.9829200Z,energy4,3,4619
humidity,2015-02-13T16:47:39.9829200Z,humidity4,3,65
light,2015-02-13T16:47:39.9829200Z,light4,3,573
temperature,2015-02-13T16:47:39.9959299Z,temperature5,3,21.55
energy,2015-02-13T16:47:39.9959299Z,energy5,3,2497
humidity,2015-02-13T16:47:39.9959299Z,humidity5,3,133
light,2015-02-13T16:47:39.9959299Z,light5,3,175
temperature,2015-02-13T16:47:40.0069370Z,temperature6,3,27.98
energy,2015-02-13T16:47:40.0069370Z,energy6,3,2037
humidity,2015-02-13T16:47:40.0069370Z,humidity6,3,111
light,2015-02-13T16:47:40.0069370Z,light6,3,1464
temperature,2015-02-13T16:47:40.1065078Z,temperature7,3,27.46
energy,2015-02-13T16:47:40.1065078Z,energy7,3,3509
humidity,2015-02-13T16:47:40.1065078Z,humidity7,3,66
light,2015-02-13T16:47:40.1065078Z,light7,3,701
temperature,2015-02-13T16:47:40.1185172Z,temperature8,3,34.12
energy,2015-02-13T16:47:40.1185172Z,energy8,3,3128
humidity,2015-02-13T16:47:40.1185172Z,humidity8,3,72
light,2015-02-13T16:47:40.1185172Z,light8,3,1416
temperature,2015-02-13T16:47:40.1930696Z,temperature9,3,22.75
energy,2015-02-13T16:47:40.1930696Z,energy9,3,2745
humidity,2015-02-13T16:47:40.1930696Z,humidity9,3,57
light,2015-02-13T16:47:40.1930696Z,light9,3,1179
temperature,2015-02-13T16:47:40.2186213Z,temperature0,4,23.61
energy,2015-02-13T16:47:40.2186213Z,energy0,4,4804
humidity,2015-02-13T16:47:40.2186213Z,humidity0,4,44
light,2015-02-13T16:47:40.2186213Z,light0,4,1026
temperature,2015-02-13T16:47:40.2316312Z,temperature1,4,27.92
energy,2015-02-13T16:47:40.2316312Z,energy1,4,3120
humidity,2015-02-13T16:47:40.2316312Z,humidity1,4,71
light,2015-02-13T16:47:40.2316312Z,light1,4,1382
temperature,2015-02-13T16:47:40.2496440Z,temperature2,4,20.35
energy,2015-02-13T16:47:40.2496440Z,energy2,4,2948
humidity,2015-02-13T16:47:40.2496440Z,humidity2,4,54
light,2015-02-13T16:47:40.2496440Z,light2,4,357
temperature,2015-02-13T16:47:40.2556505Z,temperature3,4,64.12
energy,2015-02-13T16:47:40.2556505Z,energy3,4,5929
humidity,2015-02-13T16:47:40.2556505Z,humidity3,4,60
light,2015-02-13T16:47:40.2556505Z,light3,4,325
temperature,2015-02-13T16:47:40.2636544Z,temperature4,4,26.24
energy,2015-02-13T16:47:40.2636544Z,energy4,4,2118
humidity,2015-02-13T16:47:40.2636544Z,humidity4,4,71
light,2015-02-13T16:47:40.2636544Z,light4,4,312
temperature,2015-02-13T16:47:40.2766817Z,temperature5,4,22.54
energy,2015-02-13T16:47:40.2766817Z,energy5,4,2416
humidity,2015-02-13T16:47:40.2766817Z,humidity5,4,96
light,2015-02-13T16:47:40.2766817Z,light5,4,1288
temperature,2015-02-13T16:47:40.2856705Z,temperature6,4,27.03
energy,2015-02-13T16:47:40.2856705Z,energy6,4,4555
humidity,2015-02-13T16:47:40.2856705Z,humidity6,4,69
light,2015-02-13T16:47:40.2856705Z,light6,4,1256
temperature,2015-02-13T16:47:40.2936940Z,temperature7,4,24.79
energy,2015-02-13T16:47:40.2936940Z,energy7,4,4298
humidity,2015-02-13T16:47:40.2936940Z,humidity7,4,64
light,2015-02-13T16:47:40.2936940Z,light7,4,1619
temperature,2015-02-13T16:47:40.3006791Z,temperature8,4,28.72
energy,2015-02-13T16:47:40.3006791Z,energy8,4,5829
humidity,2015-02-13T16:47:40.3006791Z,humidity8,4,85
light,2015-02-13T16:47:40.3006791Z,light8,4,445
temperature,2015-02-13T16:47:40.3077035Z,temperature9,4,20.22
energy,2015-02-13T16:47:40.3077035Z,energy9,4,2074
humidity,2015-02-13T16:47:40.3077035Z,humidity9,4,47
light,2015-02-13T16:47:40.3077035Z,light9,4,933
temperature,2015-02-13T16:47:41.3333654Z,temperature0,0,21.68
energy,2015-02-13T16:47:41.3333654Z,energy0,0,4830
humidity,2015-02-13T16:47:41.3333654Z,humidity0,0,69
light,2015-02-13T16:47:41.3333654Z,light0,0,940
temperature,2015-02-13T16:47:41.3613929Z,temperature1,0,21.11
energy,2015-02-13T16:47:41.3613929Z,energy1,0,3463
humidity,2015-02-13T16:47:41.3613929Z,humidity1,0,72
light,2015-02-13T16:47:41.3613929Z,light1,0,1638
temperature,2015-02-13T16:47:41.3954157Z,temperature2,0,26.11
energy,2015-02-13T16:47:41.3954157Z,energy2,0,2985
humidity,2015-02-13T16:47:41.3954157Z,humidity2,0,42
light,2015-02-13T16:47:41.3954157Z,light2,0,653
temperature,2015-02-13T16:47:41.6095611Z,temperature3,0,66.81
energy,2015-02-13T16:47:41.6095611Z,energy3,0,8246
humidity,2015-02-13T16:47:41.6095611Z,humidity3,0,53
light,2015-02-13T16:47:41.6095611Z,light3,0,526
temperature,2015-02-13T16:47:41.6376091Z,temperature4,0,27.24
energy,2015-02-13T16:47:41.6376091Z,energy4,0,3130
humidity,2015-02-13T16:47:41.6376091Z,humidity4,0,70
light,2015-02-13T16:47:41.6376091Z,light4,0,54
temperature,2015-02-13T16:47:41.6516199Z,temperature5,0,22.36
energy,2015-02-13T16:47:41.6516199Z,energy5,0,2267
humidity,2015-02-13T16:47:41.6516199Z,humidity5,0,101
light,2015-02-13T16:47:41.6525923Z,light5,0,526
temperature,2015-02-13T16:47:41.6856150Z,temperature6,0,26.27
energy,2015-02-13T16:47:41.6856150Z,energy6,0,4812
humidity,2015-02-13T16:47:41.6856150Z,humidity6,0,108
light,2015-02-13T16:47:41.6856150Z,light6,0,671
temperature,2015-02-13T16:47:41.7126403Z,temperature7,0,22.05
energy,2015-02-13T16:47:41.7126403Z,energy7,0,2768
humidity,2015-02-13T16:47:41.7126403Z,humidity7,0,44
light,2015-02-13T16:47:41.7136349Z,light7,0,2860
temperature,2015-02-13T16:47:41.8057003Z,temperature8,0,32.94
energy,2015-02-13T16:47:41.8057003Z,energy8,0,3384
humidity,2015-02-13T16:47:41.8057003Z,humidity8,0,90
light,2015-02-13T16:47:41.8057003Z,light8,0,620
temperature,2015-02-13T16:47:41.8457296Z,temperature9,0,23.42
energy,2015-02-13T16:47:41.8457296Z,energy9,0,3811
humidity,2015-02-13T16:47:41.8467305Z,humidity9,0,62
light,2015-02-13T16:47:41.8467305Z,light9,0,538
temperature,2015-02-13T16:47:42.1629818Z,temperature0,1,20.26
energy,2015-02-13T16:47:42.1629818Z,energy0,1,2520
humidity,2015-02-13T16:47:42.1629818Z,humidity0,1,79
light,2015-02-13T16:47:42.1639595Z,light0,1,403
temperature,2015-02-13T16:47:42.1789660Z,temperature1,1,26.3
energy,2015-02-13T16:47:42.1789660Z,energy1,1,2898
humidity,2015-02-13T16:47:42.1789660Z,humidity1,1,77
light,2015-02-13T16:47:42.1789660Z,light1,1,261
temperature,2015-02-13T16:47:42.2019946Z,temperature2,1,25.62
energy,2015-02-13T16:47:42.2019946Z,energy2,1,3413
humidity,2015-02-13T16:47:42.2019946Z,humidity2,1,56
light,2015-02-13T16:47:42.2019946Z,light2,1,1466
temperature,2015-02-13T16:47:42.2320038Z,temperature3,1,61.59
energy,2015-02-13T16:47:42.2320038Z,energy3,1,7076
humidity,2015-02-13T16:47:42.2320038Z,humidity3,1,48
light,2015-02-13T16:47:42.2320038Z,light3,1,246
temperature,2015-02-13T16:47:42.2600237Z,temperature4,1,26.73
energy,2015-02-13T16:47:42.2600237Z,energy4,1,3285
humidity,2015-02-13T16:47:42.2600237Z,humidity4,1,72
light,2015-02-13T16:47:42.2600237Z,light4,1,534
temperature,2015-02-13T16:47:42.2870494Z,temperature5,1,27.12
energy,2015-02-13T16:47:42.2870494Z,energy5,1,3277
humidity,2015-02-13T16:47:42.2870494Z,humidity5,1,138
light,2015-02-13T16:47:42.2870494Z,light5,1,791
temperature,2015-02-13T16:47:42.3140616Z,temperature6,1,21.74
energy,2015-02-13T16:47:42.3140616Z,energy6,1,3107
humidity,2015-02-13T16:47:42.3140616Z,humidity6,1,93
light,2015-02-13T16:47:42.3140616Z,light6,1,324
temperature,2015-02-13T16:47:42.3380787Z,temperature7,1,23.68
energy,2015-02-13T16:47:42.3380787Z,energy7,1,4887
humidity,2015-02-13T16:47:42.3380787Z,humidity7,1,75
light,2015-02-13T16:47:42.3380787Z,light7,1,838
temperature,2015-02-13T16:47:42.3801090Z,temperature8,1,32.87
energy,2015-02-13T16:47:42.3801090Z,energy8,1,4043
humidity,2015-02-13T16:47:42.3801090Z,humidity8,1,93
light,2015-02-13T16:47:42.3801090Z,light8,1,220
temperature,2015-02-13T16:47:42.6172776Z,temperature9,1,20.5
energy,2015-02-13T16:47:42.6182781Z,energy9,1,4864
humidity,2015-02-13T16:47:42.6182781Z,humidity9,1,62
light,2015-02-13T16:47:42.6182781Z,light9,1,741
temperature,2015-02-13T16:47:42.6422947Z,temperature0,2,19.97
energy,2015-02-13T16:47:42.6422947Z,energy0,2,3605
humidity,2015-02-13T16:47:42.6422947Z,humidity0,2,68
light,2015-02-13T16:47:42.6422947Z,light0,2,1401
temperature,2015-02-13T16:47:42.7863979Z,temperature1,2,27.44
energy,2015-02-13T16:47:42.7863979Z,energy1,2,3251
humidity,2015-02-13T16:47:42.7863979Z,humidity1,2,57
light,2015-02-13T16:47:42.7863979Z,light1,2,1196
temperature,2015-02-13T16:47:42.8274263Z,temperature2,2,20.19
energy,2015-02-13T16:47:42.8274263Z,energy2,2,4188
humidity,2015-02-13T16:47:42.8274263Z,humidity2,2,62
light,2015-02-13T16:47:42.8274263Z,light2,2,2092
temperature,2015-02-13T16:47:42.8634519Z,temperature3,2,76.3
